"name","full_name","url","description"
"vintage-computing","jgoerzen/vintage-computing","https://github.com/jgoerzen/vintage-computing.git","Vintage Computing for Docker, Raspberry Pi, and Debian"
"BrowserQuest","browserquest/BrowserQuest","https://github.com/browserquest/BrowserQuest.git","Continuing the development of Mozilla BrowserQuest"
"didact","pomber/didact","https://github.com/pomber/didact.git","A DIY guide to build your own React"
"GDevelop","4ian/GDevelop","https://github.com/4ian/GDevelop.git",":video_game: GDevelop is an open-source, cross-platform game engine designed to be used by everyone."
"jott","bwasti/jott","https://github.com/bwasti/jott.git","A simple way to jot down notes"
"telnet-games","Milek7/telnet-games","https://github.com/Milek7/telnet-games.git","Gaming via Telnet"
"gridgarden","thomaspark/gridgarden","https://github.com/thomaspark/gridgarden.git","A game for learning CSS grid layout 🥕"
"flexboxfroggy","thomaspark/flexboxfroggy","https://github.com/thomaspark/flexboxfroggy.git","A game for learning CSS flexbox 🐸"
"Chopper-Command-C64","tonysavon/Chopper-Command-C64","https://github.com/tonysavon/Chopper-Command-C64.git","A Commodore 64 version of Activision's Chopper Command"
"Keystone-Kapers-C64","tonysavon/Keystone-Kapers-C64","https://github.com/tonysavon/Keystone-Kapers-C64.git","A Commodore 64 port of Activision's Keystone Kapers https://csdb.dk/release/?id=182116"
"jor1k","s-macke/jor1k","https://github.com/s-macke/jor1k.git","Online OR1K Emulator running Linux"
"rbtris","Nakilon/rbtris","https://github.com/Nakilon/rbtris.git","Tetris game powered by Ruby2D"
"vim-lsc","natebosch/vim-lsc","https://github.com/natebosch/vim-lsc.git","A vim plugin for communicating with a language server"
"muon","nickmqb/muon","https://github.com/nickmqb/muon.git","Modern low-level programming language"
"co2","dustmop/co2","https://github.com/dustmop/co2.git","Lispy language for creating NES / Famicom software"
"r-cade","massung/r-cade","https://github.com/massung/r-cade.git","Racket Cade Game Engine"
"petmate","nurpax/petmate","https://github.com/nurpax/petmate.git","PETSCII editor with Electron/React/Redux"
"awk","onetrueawk/awk","https://github.com/onetrueawk/awk.git","One true awk"
"one-true-awk","danfuzz/one-true-awk","https://github.com/danfuzz/one-true-awk.git","Archive and history of One True Awk"
"pascal.js","kanaka/pascal.js","https://github.com/kanaka/pascal.js.git","Pascal compiler implemented in JavaScript"
"turbopascal","lkesteloot/turbopascal","https://github.com/lkesteloot/turbopascal.git","Web-based Turbo Pascal compiler. "
"TICalculatorJSSimulator","shirriff/TICalculatorJSSimulator","https://github.com/shirriff/TICalculatorJSSimulator.git","Simulate a 4-function TI calculator and the Sinclair Scientific calculator using the original source code"
"kaboom","pwmarcz/kaboom","https://github.com/pwmarcz/kaboom.git","Cruel but fair Minesweeper clone"
"quine-relay","mame/quine-relay","https://github.com/mame/quine-relay.git","An uroboros program with 100+ programming languages"
"RosettaGit","ad-si/RosettaGit","https://github.com/ad-si/RosettaGit.git","Solutions to tasks in over 700 programming languages"
"VVVVVV","TerryCavanagh/VVVVVV","https://github.com/TerryCavanagh/VVVVVV.git","The source code to VVVVVV!"
"zxparachute","carlesoriol/zxparachute","https://github.com/carlesoriol/zxparachute.git","ZX Spectrum Parachute"
"pixelopolis","firemark/pixelopolis","https://github.com/firemark/pixelopolis.git",""
"LispForTandy","KedalionDaimon/LispForTandy","https://github.com/KedalionDaimon/LispForTandy.git","Ported Lisp in BASIC to Tandy TRS-80 Model 100 (Kyocera KC-85 family), originally written by Randy Beer 1981."
"lilith","ffwff/lilith","https://github.com/ffwff/lilith.git","x86-64 os made in crystal"
"acheronvm","AcheronVM/acheronvm","https://github.com/AcheronVM/acheronvm.git","Reconfigurable 16-bit Virtual CPU for 6502 computers"
"c128cpm","csoren/c128cpm","https://github.com/csoren/c128cpm.git","CP/M for the Commodore 128"
"GW-BASIC","microsoft/GW-BASIC","https://github.com/microsoft/GW-BASIC.git","The original source code of Microsoft GW-BASIC from 1983"
"BBYS","Lambdanaut/BBYS","https://github.com/Lambdanaut/BBYS.git","A PICO8 game for Ludum Dare 46"
"Picowars","Lambdanaut/Picowars","https://github.com/Lambdanaut/Picowars.git","Advance Wars de-make in PICO-8"
"cavernos","jordwest/cavernos","https://github.com/jordwest/cavernos.git",""
"the-cube","bsehovac/the-cube","https://github.com/bsehovac/the-cube.git","The Cube - A Rubik's Cube Game"
"charlie","thi-ng/charlie","https://github.com/thi-ng/charlie.git","TypeScript based Forth-like VM w/ online REPL and extensive kernel (incl. WebGL/WebAudio support)"
"boids-workshop","Matsemann/boids-workshop","https://github.com/Matsemann/boids-workshop.git","Boids workshop"
"Tetris-deep-Q-learning-pytorch","uvipen/Tetris-deep-Q-learning-pytorch","https://github.com/uvipen/Tetris-deep-Q-learning-pytorch.git","Deep Q-learning for playing tetris game"
"reconstruction-of-zzt","asiekierka/reconstruction-of-zzt","https://github.com/asiekierka/reconstruction-of-zzt.git","The Reconstruction of ZZT"
"collapseos","hsoft/collapseos","https://github.com/hsoft/collapseos.git","Bootstrap post-collapse technology"
"bigbluebutton","bigbluebutton/bigbluebutton","https://github.com/bigbluebutton/bigbluebutton.git","Complete open source web conferencing system."
"coolang","rickBuczynski/coolang","https://github.com/rickBuczynski/coolang.git","COOL (Classroom Object Oriented Language) compiler with LLVM backend"
"Lost_CavernRL","S01den/Lost_CavernRL","https://github.com/S01den/Lost_CavernRL.git","A RogueLike by S01den"
"Amethyst","74hc595/Amethyst","https://github.com/74hc595/Amethyst.git","8-bit ATmega1284 retro computer"
"dockersimh","jguillaumes/dockersimh","https://github.com/jguillaumes/dockersimh.git","Dockerfile and other components to build a containerized simh"
"C64maze","DarwinNE/C64maze","https://github.com/DarwinNE/C64maze.git","A 3D maze game written in C for the Commodore 64"
"renderer","vtereshkov/renderer","https://github.com/vtereshkov/renderer.git","A minimalist 3D raytracer that does not rely on any graphics libraries"
"chess","vtereshkov/chess","https://github.com/vtereshkov/chess.git","A minimalist chess program"
"xdp","vtereshkov/xdp","https://github.com/vtereshkov/xdp.git","XD Pascal: A small Pascal compiler for MS-DOS"
"xdpw","vtereshkov/xdpw","https://github.com/vtereshkov/xdpw.git","XD Pascal: A small embeddable self-hosting Pascal compiler for Windows. Supports Go-style methods and interfaces"
"dome","avivbeeri/dome","https://github.com/avivbeeri/dome.git","A lightweight game development environment where games can be written in Wren"
"emulator-sun-2","lisper/emulator-sun-2","https://github.com/lisper/emulator-sun-2.git","Emulator for Sun-2 workstation"
"pgzero","lordmauve/pgzero","https://github.com/lordmauve/pgzero.git","A zero-boilerplate games programming framework for Python 3, based on Pygame."
"snakeware","joshiemoore/snakeware","https://github.com/joshiemoore/snakeware.git","A free Linux distro with a Python-based userspace"
"PixelVision8","PixelVision8/PixelVision8","https://github.com/PixelVision8/PixelVision8.git","Pixel Vision 8's core philosophy is to teach retro game development with streamlined workflows. PV8 is also a platform that standardizes 8-bit fantasy console limitations built on top of the open-source C# game engine based on MonoGame."
"PenumbraOverture","FrictionalGames/PenumbraOverture","https://github.com/FrictionalGames/PenumbraOverture.git","Penumbra: Overture is a first person horror game, using the HPL1 Engine."
"AmnesiaAMachineForPigs","FrictionalGames/AmnesiaAMachineForPigs","https://github.com/FrictionalGames/AmnesiaAMachineForPigs.git",""
"OALWrapper","FrictionalGames/OALWrapper","https://github.com/FrictionalGames/OALWrapper.git","A wrapper library for OpenAL. Makes using OpenAL alot easier."
"HPL1Engine","FrictionalGames/HPL1Engine","https://github.com/FrictionalGames/HPL1Engine.git","A real time 3D engine."
"AmnesiaTheDarkDescent","FrictionalGames/AmnesiaTheDarkDescent","https://github.com/FrictionalGames/AmnesiaTheDarkDescent.git",""
"turtle","skx/turtle","https://github.com/skx/turtle.git","A simple turtle-implementation, using FORTH as a scripting-language"
"sm64-port","sm64-port/sm64-port","https://github.com/sm64-port/sm64-port.git","A port of https://www.github.com/n64decomp/sm64 for modern devices."
"OberonSystem","rochus-keller/OberonSystem","https://github.com/rochus-keller/OberonSystem.git","Modified version of the original from http://www.projectoberon.com/ for use with the Oberon IDE"
"oberon-a2","cubranic/oberon-a2","https://github.com/cubranic/oberon-a2.git","ActiveOberon based operating system (a2 aka aos aka Bluebottle OS)"
"acwj","DoctorWkt/acwj","https://github.com/DoctorWkt/acwj.git","A Compiler Writing Journey"
"clasp","clasp-developers/clasp","https://github.com/clasp-developers/clasp.git","clasp Common Lisp environment"
"Cataclysm","Andres6936/Cataclysm","https://github.com/Andres6936/Cataclysm.git","A sequel to Cataclysm. It's a rewrite in many ways. Fork with refactoring of code and new struct. Support to CMake"
"elite-beebasm","markmoxon/elite-beebasm","https://github.com/markmoxon/elite-beebasm.git","Fully documented and annotated source code for Elite on the BBC Micro"
"RobotGame","JoeyShepard/RobotGame","https://github.com/JoeyShepard/RobotGame.git","Example game to compare performance of C, assembly, and Forth that runs on 65C02 emulator in browser"
"simutrans","aburch/simutrans","https://github.com/aburch/simutrans.git","Mirror of Simutrans SVN Repository"
"crosstalk","michaelengel/crosstalk","https://github.com/michaelengel/crosstalk.git","Smalltalk-80 bare metal implementation for the Raspberry Pi"
"Flying-Saucers","neilsf/Flying-Saucers","https://github.com/neilsf/Flying-Saucers.git","An arcade game for Commodore-64 written in XC=BASIC"
"maze-generator","narutouzumaki798/maze-generator","https://github.com/narutouzumaki798/maze-generator.git",""
"OS13k","KilledByAPixel/OS13k","https://github.com/KilledByAPixel/OS13k.git","A Fantasy OS and Tiny Game Engine"
"js-8080-sim","eliben/js-8080-sim","https://github.com/eliben/js-8080-sim.git","Intel 8080 assembler and simulator in JS, optimized for simplicity."
"pandocs","gbdev/pandocs","https://github.com/gbdev/pandocs.git","The infamous Pan Docs historical document: the single, most comprehensive Game Boy technical reference."
"DOOM-FX","RandalLinden/DOOM-FX","https://github.com/RandalLinden/DOOM-FX.git","Doom/FX for Super Nintendo with SuperFX GSU2A"
"stardot.github.io","stardot/stardot.github.io","https://github.com/stardot/stardot.github.io.git","Website for the Stardot github community"
"beebasm","stardot/beebasm","https://github.com/stardot/beebasm.git","A portable 6502 assembler with BBC Micro style syntax"
"MatrixBrandy","stardot/MatrixBrandy","https://github.com/stardot/MatrixBrandy.git","Matrix Brandy BASIC VI for Linux, Windows, MacOSX"
"AcornBasic128","stardot/AcornBasic128","https://github.com/stardot/AcornBasic128.git","Original Source Code for the Acorn BBC Basic 128 (in MASM format)"
"AcornCmosBasic","stardot/AcornCmosBasic","https://github.com/stardot/AcornCmosBasic.git","Original Source Code for the Acorn Cmos Basic (version 4) (in MASM format)"
"AcornDmosBasic","stardot/AcornDmosBasic","https://github.com/stardot/AcornDmosBasic.git","Original Source Code for the Acorn Dmos Basic (version 4++) (in MASM format)"
"b-em","stardot/b-em","https://github.com/stardot/b-em.git","An opensource BBC Micro emulator for Win32 and Linux"
"AcornOS120","stardot/AcornOS120","https://github.com/stardot/AcornOS120.git","Original Source Code for the Acorn OS 1.20 Operating System (in MASM format)"
"mos120","raybellis/mos120","https://github.com/raybellis/mos120.git","Acorn BBC MOS 1.20"
"nokolisp","timonoko/nokolisp","https://github.com/timonoko/nokolisp.git","Lisp interpreter and compiler from 1977-1988 for MSDOS."
"sectorforth","cesarblum/sectorforth","https://github.com/cesarblum/sectorforth.git","sectorforth is a 16-bit x86 Forth that fits in a 512-byte boot sector."
"xv6","nyuichi/xv6","https://github.com/nyuichi/xv6.git","xv6 porting to GAIA architecture"
"ucc","keiichiw/ucc","https://github.com/keiichiw/ucc.git","Udon C Compiler: C compiler for our original CPU"
"xv6-mips","nullpo-head/xv6-mips","https://github.com/nullpo-head/xv6-mips.git","A MIPS port of xv6 "
"pa3-chocopy-code-generation","cs164berkeley/pa3-chocopy-code-generation","https://github.com/cs164berkeley/pa3-chocopy-code-generation.git","CS 164: Programming Assignment 3"
"pa2-chocopy-semantic-analysis","cs164berkeley/pa2-chocopy-semantic-analysis","https://github.com/cs164berkeley/pa2-chocopy-semantic-analysis.git","CS 164: Programming Assignment 2"
"pa1-chocopy-parser","cs164berkeley/pa1-chocopy-parser","https://github.com/cs164berkeley/pa1-chocopy-parser.git","CS 164: Programming Assignment 1"
"TMSX","tjitze/TMSX","https://github.com/tjitze/TMSX.git","An emulator, written from scratch, for the Z80-based MSX computer."
"libfsm","katef/libfsm","https://github.com/katef/libfsm.git","DFA regular expression library & friends"
"kgt","katef/kgt","https://github.com/katef/kgt.git","BNF wrangling and railroad diagrams"
"FreeOberon","kekcleader/FreeOberon","https://github.com/kekcleader/FreeOberon.git","Cross-platform IDE for development in Oberon programming language made in the classical FreePascal-like pseudo-graphic style."
"chibicc","rui314/chibicc","https://github.com/rui314/chibicc.git","A small C compiler"
"DOjS","SuperIlu/DOjS","https://github.com/SuperIlu/DOjS.git","A DOS JavaScript Canvas with sound"
"min-caml","esumii/min-caml","https://github.com/esumii/min-caml.git","moved from https://sourceforge.net/p/min-caml/code/"
"micro","troydm/micro","https://github.com/troydm/micro.git","trivial micro compiler written in OCaml"
"caves-of-zircon-tutorial","Hexworks/caves-of-zircon-tutorial","https://github.com/Hexworks/caves-of-zircon-tutorial.git","Caves of Zircon tutorial project which can be used to follow through with the tutorial."
"tower-defense","channingallen/tower-defense","https://github.com/channingallen/tower-defense.git","Tower Defense with a twist: all towers must be positioned with CSS Flexbox."
"LISP-Machine","jrm-code-project/LISP-Machine","https://github.com/jrm-code-project/LISP-Machine.git","Archive of LISP Machine, Inc."
"edge","alefore/edge","https://github.com/alefore/edge.git","Edge - a text editor"
"dillinger","joemccann/dillinger","https://github.com/joemccann/dillinger.git","The last Markdown editor, ever."
"codimd","hackmdio/codimd","https://github.com/hackmdio/codimd.git","CodiMD - Realtime collaborative markdown notes on all platforms."
"svaltfen","uzudil/svaltfen","https://github.com/uzudil/svaltfen.git","A retro rpg game"
"rich","willmcgugan/rich","https://github.com/willmcgugan/rich.git","Rich is a Python library for rich text and beautiful formatting in the terminal."
"spectre.console","spectresystems/spectre.console","https://github.com/spectresystems/spectre.console.git","A library that makes it easier to create beautiful console applications."
"gui.cs","migueldeicaza/gui.cs","https://github.com/migueldeicaza/gui.cs.git","Console-based user interface toolkit for .NET applications."
"DeloresDev","grumpygamer/DeloresDev","https://github.com/grumpygamer/DeloresDev.git","Read all about it on GrumpyGamer:"
"inesid","fazibear/inesid","https://github.com/fazibear/inesid.git","Retro Web SID Player"
"basic","tpetricek/basic","https://github.com/tpetricek/basic.git",""
"xp-paint","chowderman/xp-paint","https://github.com/chowderman/xp-paint.git","A web version of MS Paint from Windows XP"
"nankervis-pdp11-js","paulnank/nankervis-pdp11-js","https://github.com/paulnank/nankervis-pdp11-js.git","This repository is the original work of Paul Nankervis and originally lived at this location: https://skn.noip.me/pdp11/pdp11.html"
"arcsecond","francisrstokes/arcsecond","https://github.com/francisrstokes/arcsecond.git","✨Zero Dependency Parser Combinator Library for JS Based on Haskell's Parsec"
"tiny-dungeon-online","tiny-devs/tiny-dungeon-online","https://github.com/tiny-devs/tiny-dungeon-online.git","A Tiny Minimalistic Online RPG Game"
"pvsneslib","alekmaul/pvsneslib","https://github.com/alekmaul/pvsneslib.git","PVSnesLib : A small, open and free development kit for the Nintendo SNES"
"gbdk","hschmitt/gbdk","https://github.com/hschmitt/gbdk.git","GBDK"
"SGDK","Stephane-D/SGDK","https://github.com/Stephane-D/SGDK.git","SGDK - A free and open development kit for the Sega Megadrive"
"livecode","livecode/livecode","https://github.com/livecode/livecode.git","LiveCode cross-platform development environment (engine)"
"PySimpleGUI","PySimpleGUI/PySimpleGUI","https://github.com/PySimpleGUI/PySimpleGUI.git","Launched in 2018 Actively developed and supported. Supports tkinter, Qt, WxPython, Remi (in browser). Create custom layout GUI's simply.  Python 2.7 & 3 Support. 200+ Demo programs & Cookbook for rapid start. Extensive documentation.  Examples using Machine Learning(GUI, OpenCV Integration,  Chatterbot), Floating Desktop Widgets, Matplotlib + Pyplot integration, add GUI to command line scripts, PDF & Image Viewer. For both beginning and advanced programmers ."
"besen","BeRo1985/besen","https://github.com/BeRo1985/besen.git","Complete ECMAScript Fifth Edition Implemention in Object Pascal"
"DMDScript","DigitalMars/DMDScript","https://github.com/DigitalMars/DMDScript.git","An implementation of the ECMA 262 (Javascript) programming language"
"quickjs-emscripten","justjake/quickjs-emscripten","https://github.com/justjake/quickjs-emscripten.git","Javascript/Typescript bindings for QuickJS, a modern Javascript interpreter written in C by Fabrice Bellard."
"quickjs","bellard/quickjs","https://github.com/bellard/quickjs.git","Public repository of the QuickJS Javascript Engine. Pull requests are not accepted. Use the mailing list to submit patches."
"sericum","maekawatoshiki/sericum","https://github.com/maekawatoshiki/sericum.git","(Toy) Compiler Infrastructure influenced by LLVM written in Rust"
"MSX","Konamiman/MSX","https://github.com/Konamiman/MSX.git","Most of the MSX software developed by Konamiman since the 1990s"
"Sjasm","Konamiman/Sjasm","https://github.com/Konamiman/Sjasm.git","A Z80 assembler written in C, originally developed by Sjoerd Mastijn"
"MSX2-Technical-Handbook","Konamiman/MSX2-Technical-Handbook","https://github.com/Konamiman/MSX2-Technical-Handbook.git","The official technical reference of the MSX2 system, converted to convenient markdown files"
"chip8emu","LakshyAAAgrawal/chip8emu","https://github.com/LakshyAAAgrawal/chip8emu.git","A Terminal Based Chip-8 Emulator"
"libriscv","fwsGonzo/libriscv","https://github.com/fwsGonzo/libriscv.git","C++17 RISC-V RV32GC / RV64GC userspace emulator library"
"PySpace","HackerPoet/PySpace","https://github.com/HackerPoet/PySpace.git","GLSL Fractal Ray Marcher in Python"
"db_tutorial","cstack/db_tutorial","https://github.com/cstack/db_tutorial.git","Writing a sqlite clone from scratch in C"
"rustrogueliketutorial","thebracket/rustrogueliketutorial","https://github.com/thebracket/rustrogueliketutorial.git","Roguelike Tutorial in Rust - using RLTK"
"csmazes","jamis/csmazes","https://github.com/jamis/csmazes.git","Maze algorithms implemented in CoffeeScript, with an eye toward demonstrating how the algorithms work by animating them."
"gruid","anaseto/gruid","https://github.com/anaseto/gruid.git","Cross-platform grid-based user interface framework."
"oberon-riscv-emu","solbjorg/oberon-riscv-emu","https://github.com/solbjorg/oberon-riscv-emu.git","A version of the Oberon emulator using RISC-V instead of Wirth's RISC machine."
"oberon-riscv","solbjorg/oberon-riscv","https://github.com/solbjorg/oberon-riscv.git","Oberon RISC-V port, based on Samuel Falvo's RISC-V compiler and Peter de Wachter's Project Norebo. Part of an academic project to evaluate Project Oberon on RISC-V."
"sbc65","chrisabird/sbc65","https://github.com/chrisabird/sbc65.git","6502 enhanced BASIC unmodified source"
"treeos","cfallin/treeos","https://github.com/cfallin/treeos.git","Christmas tree demo on bare PC hardware (no OS), in 16-bit assembly"
"cubicDoom","nanochess/cubicDoom","https://github.com/nanochess/cubicDoom.git","A ray-casting game in 512 bytes of x86 machine code"
"pinballfantasies","historicalsource/pinballfantasies","https://github.com/historicalsource/pinballfantasies.git","Pinball Fantasies (MS-DOS Port)"
"gridrunner","mwenge/gridrunner","https://github.com/mwenge/gridrunner.git","Gridrunner (1982) by Jeff Minter"
"lobster","aardappel/lobster","https://github.com/aardappel/lobster.git","The Lobster Programming Language"
"fasmg","tgrysztar/fasmg","https://github.com/tgrysztar/fasmg.git","flat assembler g - examples library"
"tetris-464","cjauvin/tetris-464","https://github.com/cjauvin/tetris-464.git","A stripped down Tetris clone for the C=64 (no points, no levels, no nothing, except the bare block falling, controlling and colliding mechanism), in about a KLOC of 6502 assembly."
"gb-studio","chrismaltby/gb-studio","https://github.com/chrismaltby/gb-studio.git","A quick and easy to use drag and drop retro game creator for your favourite handheld video game system"
"pg","fogleman/pg","https://github.com/fogleman/pg.git","Python OpenGL Graphics Framework"
"particle-clicker","particle-clicker/particle-clicker","https://github.com/particle-clicker/particle-clicker.git","An addictive incremental game that teaches players the history of high energy particle physics"
"pico8","xavier/pico8","https://github.com/xavier/pico8.git","Fun with the PICO-8 fantasy console"
"harvey","Harvey-OS/harvey","https://github.com/Harvey-OS/harvey.git","A distributed operating system"
"sedtris","uuner/sedtris","https://github.com/uuner/sedtris.git","Tetris in sed"
"playmeasong","uuner/playmeasong","https://github.com/uuner/playmeasong.git","shell scripts to play a random melody"
"bach.sed","laserbat/bach.sed","https://github.com/laserbat/bach.sed.git","Bach's prelude in C major from WTC book I, written in pure sed "
"diorama.js","gtibo/diorama.js","https://github.com/gtibo/diorama.js.git","A small Html5 2D game engine, based on canvas."
"assembler-simulator","Schweigi/assembler-simulator","https://github.com/Schweigi/assembler-simulator.git","Simple 8-bit Assembler Simulator with Angular.js"
"3d-game-shaders-for-beginners","lettier/3d-game-shaders-for-beginners","https://github.com/lettier/3d-game-shaders-for-beginners.git","🎮 A step-by-step guide to implementing SSAO, depth of field, lighting, normal mapping, and more for your 3D game."
"gameboy.live","HFO4/gameboy.live","https://github.com/HFO4/gameboy.live.git","🕹️ A basic gameboy emulator with terminal ""Cloud Gaming"" support"
"oasis","oasislinux/oasis","https://github.com/oasislinux/oasis.git","a small statically-linked linux system"
"imtui","ggerganov/imtui","https://github.com/ggerganov/imtui.git","ImTui: Immediate Mode Text-based User Interface"
"amiga-assembly-crashcourse","uhef/amiga-assembly-crashcourse","https://github.com/uhef/amiga-assembly-crashcourse.git",""
"nbdev","fastai/nbdev","https://github.com/fastai/nbdev.git","Create delightful python projects using Jupyter Notebooks"
"magic-castle","michaelsternberg/magic-castle","https://github.com/michaelsternberg/magic-castle.git","A re-digitization and reverse-engineering of an unreleased game for the ATARI 8-bit home computer originally designed and programmed by Bruce May in 1983. "
"kgames","keith-packard/kgames","https://github.com/keith-packard/kgames.git","Rustic X11 games"
"castlevania3-passwords","meatfighter/castlevania3-passwords","https://github.com/meatfighter/castlevania3-passwords.git","Castlevania 3 Password Generator"
"widelands","widelands/widelands","https://github.com/widelands/widelands.git","Widelands is a free, open source real-time strategy game with singleplayer campaigns and a multiplayer mode. The game was inspired by Settlers II™ (© Bluebyte) but has significantly more variety and depth to it."
"julius","bvschaik/julius","https://github.com/bvschaik/julius.git","An open source re-implementation of Caesar III"
"PixelCraft","rgab1508/PixelCraft","https://github.com/rgab1508/PixelCraft.git","A Pixel Art Editor"
"Unciv","yairm210/Unciv","https://github.com/yairm210/Unciv.git","Open-source Android/Desktop remake of Civ V"
"ansilogos","misterblack1/ansilogos","https://github.com/misterblack1/ansilogos.git","ANSI Logos for MS-DOS"
"PrinterToPDF","RWAP/PrinterToPDF","https://github.com/RWAP/PrinterToPDF.git","Project for converting captured printer data files to PDF format"
"EPHEX-80","MurphyMc/EPHEX-80","https://github.com/MurphyMc/EPHEX-80.git","Epson FX-80 (and compatible) printer emulator"
"Mr-Figs","joereynolds/Mr-Figs","https://github.com/joereynolds/Mr-Figs.git","A turn-based Bomberman inspired puzzler with real-time elements"
"play","replit/play","https://github.com/replit/play.git","The easiest way to start coding games and graphics projects in Python"
"Odin","odin-lang/Odin","https://github.com/odin-lang/Odin.git","Odin Programming Language"
"shecc","jserv/shecc","https://github.com/jserv/shecc.git","A self-hosting and educational C compiler"
"skift","skiftOS/skift","https://github.com/skiftOS/skift.git","🥑 A simple, handmade, operating system with a graphical user interface."
"BitmapFonts","ianhan/BitmapFonts","https://github.com/ianhan/BitmapFonts.git","My collection of bitmap fonts pulled from various demoscene archives over the years"
"Advent_of_Code_in_Pascal","mikewarot/Advent_of_Code_in_Pascal","https://github.com/mikewarot/Advent_of_Code_in_Pascal.git","My solutions to the Advent of Code, in Free Pascal"
"Yurivania","mxashlynn/Yurivania","https://github.com/mxashlynn/Yurivania.git","For YuriJam 2020, a metroidvania-style inventory-based domestic adventure."
"3d-maze","floehopper/3d-maze","https://github.com/floehopper/3d-maze.git","Implementation of ZX81 3D Monster Maze game on the ZX Spectrum"
"nand2tetris","floehopper/nand2tetris","https://github.com/floehopper/nand2tetris.git","Projects from ""The Elements of Computing Systems"" book"
"sub-hunt","floehopper/sub-hunt","https://github.com/floehopper/sub-hunt.git","ZX Spectrum game from ""15 Graphic Games for the Spectrum"" book"
"soldat","Soldat/soldat","https://github.com/Soldat/soldat.git","Soldat is a unique 2D (side-view) multiplayer action game"
"CROSS-LIB","Fabrizio-Caruso/CROSS-LIB","https://github.com/Fabrizio-Caruso/CROSS-LIB.git","CROSS LIB - A universal 8-bit library and some games built with it"
"JamaisVu","d26900/JamaisVu","https://github.com/d26900/JamaisVu.git","Minimal C89 libraries"
"libcoll-c","mwahlroos/libcoll-c","https://github.com/mwahlroos/libcoll-c.git","A generic collections library for C"
"sc","tezc/sc","https://github.com/tezc/sc.git","Common libraries and data structures for C."
"hessian","cadaver/hessian","https://github.com/cadaver/hessian.git","C64 action / adventure game"
"RockRunner","EricLafortune/RockRunner","https://github.com/EricLafortune/RockRunner.git","Action/exploration/puzzle game for the TI-99/4A home computer"
"6502-Builds","cbmeeks/6502-Builds","https://github.com/cbmeeks/6502-Builds.git","Various 6502 builds like Microsoft BASIC and WozMon."
"TMS9918","cbmeeks/TMS9918","https://github.com/cbmeeks/TMS9918.git","Various documents for the TMS9918 VDP"
"uSVC","next-hack/uSVC","https://github.com/next-hack/uSVC.git","uChip Simple VGA Console"
"uChipGameMapEditor","next-hack/uChipGameMapEditor","https://github.com/next-hack/uChipGameMapEditor.git","Game Map Editor for uChip based games.."
"uSVC_Tetris","next-hack/uSVC_Tetris","https://github.com/next-hack/uSVC_Tetris.git","Tetris on uSVC. Using bitmapped mode."
"z88dk","z88dk/z88dk","https://github.com/z88dk/z88dk.git","The development kit for over a hundred z80 family machines - c compiler, assembler, linker, libraries."
"basic-computer-games","coding-horror/basic-computer-games","https://github.com/coding-horror/basic-computer-games.git","An updated version of the classic ""Basic Computer Games"" book, with well-written examples in a variety of common programming languages"
"GridCartographer-Mapping","hasseily/GridCartographer-Mapping","https://github.com/hasseily/GridCartographer-Mapping.git","GridCartographer Mapping work"
"PropForth5.5","prof-braino/PropForth5.5","https://github.com/prof-braino/PropForth5.5.git","PropForthV5.5 is Forth progamming environment for Parallax Propeller P8X32A microcontroller created by Sal Sanci"
"stoneknifeforth","kragen/stoneknifeforth","https://github.com/kragen/stoneknifeforth.git","a tiny self-hosted Forth implementation"
"jonesforth","nornagon/jonesforth","https://github.com/nornagon/jonesforth.git","Mirror of JONESFORTH"
"jsqueak","ricky9090/jsqueak","https://github.com/ricky9090/jsqueak.git","forkedFrom: JSqueak  --  A Java implementation of the Squeak Smalltalk Virtual Machine"
"jsqueak-2021","ricky9090/jsqueak-2021","https://github.com/ricky9090/jsqueak-2021.git","forkedFrom: JSqueak -- A Java implementation of the Squeak Smalltalk Virtual Machine"
"THM-Oberon","hgeisse/THM-Oberon","https://github.com/hgeisse/THM-Oberon.git","No description"
"littlesmalltalk","crcx/littlesmalltalk","https://github.com/crcx/littlesmalltalk.git","Archive of Little Smalltalk (with updates to work on modern platforms). Also collects forks and documentation on this historic system."
"imgui-js","flyover/imgui-js","https://github.com/flyover/imgui-js.git","JavaScript bindings for Dear ImGui using Emscripten and TypeScript"
"rath","stuij/rath","https://github.com/stuij/rath.git","civilized Game Boy Advance development from the comfort of your own editor"
"alphaman-src","superjamie/alphaman-src","https://github.com/superjamie/alphaman-src.git","Source code to the 1995 DOS roguelike game Alphaman"
"fractal-garden","ath92/fractal-garden","https://github.com/ath92/fractal-garden.git","No description"
"GameDev","DevHedronYT/GameDev","https://github.com/DevHedronYT/GameDev.git","My Open Source Public Game Development Projects"
"akalabeth","historicalsource/akalabeth","https://github.com/historicalsource/akalabeth.git","Akalabeth: World of Doom (1979) by Richard Garriott."
"oregontrail","historicalsource/oregontrail","https://github.com/historicalsource/oregontrail.git","The Oregon Trail (1975) by Don Rawitsch / MECC."
"joust","historicalsource/joust","https://github.com/historicalsource/joust.git","A flapping, flying, bouncing, lava and platform game."
"defender","historicalsource/defender","https://github.com/historicalsource/defender.git","A shooting, moving, people-saving, ship-exploding game"
